rank,O score,matrix,c1,m1,c2,m2
491,2.01112655833623,"         114      128
261 7.36E+01 1.04E+02
397 8.46E+01 9.64E+01",114,397,128,261
492,2.0111227327881007,"         114       79
390 8.63E+01 1.01E+02
453 7.23E+01 1.05E+02",114,390,79,453
493,2.0111209866134523,"         114      128
368 7.19E+01 9.76E+01
390 8.63E+01 9.48E+01",114,390,128,368
494,2.0111094326860166,"         114       99
305 8.04E+01 8.84E+01
368 7.19E+01 9.75E+01",114,305,99,368
495,2.011106781314264,"         114      128
366 7.01E+01 1.00E+02
407 8.31E+01 9.64E+01",114,407,128,366
496,2.0111044237288183,"         104      114
261 1.02E+02 7.36E+01
405 9.37E+01 8.34E+01",104,261,114,405
497,2.0111041670686576,"         114       79
297 8.36E+01 9.92E+01
452 7.23E+01 1.06E+02",114,297,79,452
498,2.011087642052979,"         101      114
316 8.72E+01 7.91E+01
363 9.52E+01 7.00E+01",101,363,114,316
499,2.01108720024676,"         101      114
297 8.86E+01 8.36E+01
370 9.34E+01 7.14E+01",101,370,114,297
500,2.0110787649163475,"         114       79
366 7.01E+01 1.04E+02
381 8.73E+01 1.04E+02",114,366,79,381
501,2.0110718971711097,"         114       NP
370 7.14E+01 1.03E+02
384 8.73E+01 1.02E+02",114,384,NP,370
502,2.011070862599749,"         114      128
314 7.63E+01 8.86E+01
366 7.01E+01 1.00E+02",114,314,128,366
503,2.0110641326769425,"         114       79
370 7.14E+01 1.04E+02
383 8.62E+01 1.01E+02",114,383,79,370
504,2.0110641082488834,"         114       86
369 7.30E+01 1.06E+02
401 8.64E+01 1.01E+02",114,401,86,369
505,2.0110630702864225,"         101      114
363 9.52E+01 7.00E+01
382 9.19E+01 8.34E+01",101,363,114,382
506,2.011063025225374,"         114      128
371 7.13E+01 9.94E+01
394 8.28E+01 9.35E+01",114,394,128,371
507,2.011062426131919,"         114       99
370 7.14E+01 9.86E+01
401 8.64E+01 9.66E+01",114,401,99,370
508,2.01106088752684,"         114      128
363 7.00E+01 1.01E+02
395 8.20E+01 9.59E+01",114,395,128,363
509,2.011055724295732,"         114      128
305 8.04E+01 8.85E+01
368 7.19E+01 9.76E+01",114,305,128,368
510,2.011054699771483,"         114       78
384 8.73E+01 1.01E+02
452 7.23E+01 1.03E+02",114,384,78,452
511,2.0110496638652453,"         114      128
366 7.01E+01 1.00E+02
408 8.37E+01 9.71E+01",114,408,128,366
512,2.011043926058768,"         114       79
260 7.36E+01 1.07E+02
390 8.63E+01 1.01E+02",114,390,79,260
513,2.0110430107232946,"         101      114
376 9.35E+01 7.37E+01
381 8.97E+01 8.73E+01",101,376,114,381
514,2.0110396215910726,"         114      128
265 7.65E+01 1.03E+02
384 8.73E+01 9.51E+01",114,384,128,265
515,2.011033842355504,"         114       79
373 7.17E+01 1.05E+02
391 8.49E+01 1.01E+02",114,391,79,373
516,2.0110230676835044,"         114      128
363 7.00E+01 1.01E+02
399 8.21E+01 9.60E+01",114,399,128,363
517,2.011020074089023,"         114       78
363 7.00E+01 1.00E+02
391 8.49E+01 9.84E+01",114,391,78,363
518,2.011013141276911,"         101      114
377 9.60E+01 7.57E+01
381 8.97E+01 8.73E+01",101,377,114,381
519,2.011012134688418,"         114      128
293 7.85E+01 9.11E+01
366 7.01E+01 1.00E+02",114,293,128,366
520,2.0110119624188925,"         114      128
373 7.17E+01 9.73E+01
390 8.63E+01 9.48E+01",114,390,128,373
521,2.011009139651531,"         114       99
366 7.01E+01 9.74E+01
392 8.33E+01 9.38E+01",114,392,99,366
522,2.010998633670056,"         114      128
371 7.13E+01 9.94E+01
387 8.34E+01 9.43E+01",114,387,128,371
523,2.0109925288267707,"         101      114
369 9.43E+01 7.30E+01
384 9.14E+01 8.73E+01",101,369,114,384
524,2.0109912930529243,"         114       99
370 7.14E+01 9.86E+01
393 8.45E+01 9.46E+01",114,393,99,370
525,2.010990442867825,"         114       NP
370 7.14E+01 1.03E+02
381 8.73E+01 1.02E+02",114,381,NP,370
526,2.010989532480062,"         114      128
366 7.01E+01 1.00E+02
413 8.28E+01 9.62E+01",114,413,128,366
527,2.010985514589615,"         104      114
261 1.02E+02 7.36E+01
390 9.70E+01 8.63E+01",104,261,114,390
528,2.010984839137863,"         114      128
261 7.36E+01 1.04E+02
385 8.32E+01 9.49E+01",114,385,128,261
529,2.0109740324546963,"         114       86
297 8.36E+01 9.90E+01
375 7.12E+01 1.04E+02",114,297,86,375
530,2.0109735617367734,"         114       99
366 7.01E+01 9.74E+01
411 8.62E+01 9.70E+01",114,411,99,366
531,2.0109645916730816,"         114       86
371 7.13E+01 1.05E+02
398 8.59E+01 1.03E+02",114,398,86,371
532,2.0109619043885476,"         114       78
260 7.36E+01 1.05E+02
391 8.49E+01 9.84E+01",114,391,78,260
533,2.010960541564882,"         114       86
370 7.14E+01 1.05E+02
383 8.62E+01 1.02E+02",114,383,86,370
534,2.0109577176224267,"         101      114
297 8.86E+01 8.36E+01
371 9.31E+01 7.13E+01",101,371,114,297
535,2.010955386208554,"         101      114
373 9.31E+01 7.17E+01
383 9.07E+01 8.62E+01",101,373,114,383
536,2.0109518630725263,"         114      128
305 8.04E+01 8.85E+01
373 7.17E+01 9.73E+01",114,305,128,373
537,2.010950927164976,"         114       86
371 7.13E+01 1.05E+02
411 8.62E+01 1.03E+02",114,411,86,371
538,2.010950153843243,"         101      114
366 9.34E+01 7.01E+01
397 9.14E+01 8.46E+01",101,366,114,397
539,2.0109482818087825,"         101      114
363 9.52E+01 7.00E+01
399 9.05E+01 8.21E+01",101,363,114,399
540,2.010945404359348,"         114      128
366 7.01E+01 1.00E+02
412 8.31E+01 9.65E+01",114,412,128,366
541,2.0109450209788045,"         114       78
383 8.62E+01 9.76E+01
455 7.16E+01 1.00E+02",114,383,78,455
542,2.010939223852153,"         114       NP
261 7.36E+01 1.05E+02
353 8.31E+01 9.63E+01",114,353,NP,261
543,2.0109374460113276,"         114       99
370 7.14E+01 9.86E+01
391 8.49E+01 9.50E+01",114,391,99,370
544,2.010933003943766,"         114       99
314 7.63E+01 8.97E+01
363 7.00E+01 1.01E+02",114,314,99,363
545,2.010929322455344,"         114       99
297 8.36E+01 9.21E+01
375 7.12E+01 9.67E+01",114,297,99,375
546,2.0109251659580343,"         114      128
297 8.36E+01 9.21E+01
368 7.19E+01 9.76E+01",114,297,128,368
547,2.010918735176908,"         114      128
370 7.14E+01 9.77E+01
383 8.62E+01 9.56E+01",114,383,128,370
548,2.010913700391924,"         101      114
368 9.33E+01 7.19E+01
383 9.07E+01 8.62E+01",101,368,114,383
549,2.0109042919322384,"         101      114
331 8.79E+01 7.97E+01
363 9.52E+01 7.00E+01",101,363,114,331
550,2.010901028203217,"         114       79
383 8.62E+01 1.01E+02
423 7.46E+01 1.08E+02",114,383,79,423
551,2.010900436986047,"         114       79
37  7.06E+01 1.04E+02
391 8.49E+01 1.01E+02",114,391,79,37
552,2.010893763629297,"         101      114
366 9.34E+01 7.01E+01
404 9.27E+01 8.58E+01",101,366,114,404
553,2.0108812551471176,"         114       86
401 8.64E+01 1.01E+02
454 7.20E+01 1.04E+02",114,401,86,454
554,2.0108769764371597,"         114       86
371 7.13E+01 1.05E+02
391 8.49E+01 1.02E+02",114,391,86,371
555,2.0108768247798197,"         114       79
297 8.36E+01 9.92E+01
375 7.12E+01 1.04E+02",114,297,79,375
556,2.010864865250347,"         114       99
363 7.00E+01 1.01E+02
396 8.19E+01 9.63E+01",114,396,99,363
557,2.0108632136703073,"         114       79
383 8.62E+01 1.01E+02
453 7.23E+01 1.05E+02",114,383,79,453
558,2.0108588887753442,"         114      128
366 7.01E+01 1.00E+02
415 8.30E+01 9.65E+01",114,415,128,366
559,2.010858292870543,"         114       79
297 8.36E+01 9.92E+01
444 7.23E+01 1.06E+02",114,297,79,444
560,2.0108511387286305,"         114       78
383 8.62E+01 9.76E+01
423 7.46E+01 1.04E+02",114,383,78,423
561,2.010845155322484,"         114       79
297 8.36E+01 9.92E+01
450 7.12E+01 1.04E+02",114,297,79,450
562,2.0108378727454608,"         114       99
329 8.08E+01 9.50E+01
363 7.00E+01 1.01E+02",114,329,99,363
563,2.0108274609533963,"         114       86
353 8.31E+01 1.00E+02
366 7.01E+01 1.04E+02",114,353,86,366
564,2.01081919550132,"         114      128
297 8.36E+01 9.21E+01
373 7.17E+01 9.73E+01",114,297,128,373
565,2.010818971068493,"         114       78
371 7.13E+01 1.02E+02
391 8.49E+01 9.84E+01",114,391,78,371
566,2.0108186709484865,"         114       99
366 7.01E+01 9.74E+01
387 8.34E+01 9.41E+01",114,387,99,366
567,2.010803909962262,"         114       99
369 7.30E+01 9.83E+01
384 8.73E+01 9.55E+01",114,384,99,369
568,2.0108030434712227,"         114       99
375 7.12E+01 9.67E+01
383 8.62E+01 9.50E+01",114,383,99,375
569,2.010792666772257,"         114       99
261 7.36E+01 1.02E+02
382 8.34E+01 9.38E+01",114,382,99,261
570,2.0107878424626966,"         114       99
297 8.36E+01 9.21E+01
368 7.19E+01 9.75E+01",114,297,99,368
571,2.0107853052269182,"         114      128
353 8.31E+01 9.67E+01
366 7.01E+01 1.00E+02",114,353,128,366
572,2.010784936369879,"         114       79
260 7.36E+01 1.07E+02
383 8.62E+01 1.01E+02",114,383,79,260
573,2.010782574833685,"         114      128
319 7.88E+01 9.18E+01
366 7.01E+01 1.00E+02",114,319,128,366
574,2.0107663327790863,"         114       86
363 7.00E+01 1.03E+02
390 8.63E+01 1.03E+02",114,363,86,390
575,2.010762465254065,"         114       79
363 7.00E+01 1.09E+02
403 8.38E+01 1.06E+02",114,403,79,363
576,2.0107577335951414,"         114       79
363 7.00E+01 1.09E+02
414 8.08E+01 1.02E+02",114,414,79,363
577,2.010756748153602,"         114      128
369 7.30E+01 9.78E+01
384 8.73E+01 9.51E+01",114,384,128,369
578,2.010756294493911,"         114       86
353 8.31E+01 1.00E+02
373 7.17E+01 1.07E+02",114,353,86,373
579,2.0107554658635856,"         104      114
265 1.02E+02 7.65E+01
297 9.08E+01 8.36E+01",104,265,114,297
580,2.0107544203921313,"         114       78
264 7.56E+01 1.10E+02
398 8.59E+01 1.02E+02",114,398,78,264
581,2.010752909464153,"         114       78
305 8.04E+01 9.38E+01
458 7.13E+01 1.02E+02",114,305,78,458
582,2.0107527723576655,"         101      114
369 9.43E+01 7.30E+01
398 9.02E+01 8.59E+01",101,369,114,398
583,2.0107414241652593,"         114       78
264 7.56E+01 1.10E+02
353 8.31E+01 9.82E+01",114,353,78,264
584,2.0107364959149097,"         114       79
391 8.49E+01 1.01E+02
452 7.23E+01 1.06E+02",114,391,79,452
585,2.0107358968052447,"         114       79
371 7.13E+01 1.03E+02
390 8.63E+01 1.01E+02",114,390,79,371
586,2.0107315072074834,"         114       NP
261 7.36E+01 1.05E+02
305 8.04E+01 9.35E+01",114,305,NP,261
587,2.010731418696857,"         101      114
261 9.87E+01 7.36E+01
380 9.04E+01 8.30E+01",101,261,114,380
588,2.010730852492895,"         114      128
261 7.36E+01 1.04E+02
380 8.30E+01 9.49E+01",114,380,128,261
589,2.010725517301759,"         114      128
370 7.14E+01 9.77E+01
398 8.59E+01 9.55E+01",114,398,128,370
590,2.010724306743498,"         101      114
363 9.52E+01 7.00E+01
407 9.18E+01 8.31E+01",101,363,114,407
591,2.0107203201031143,"         104      114
261 1.02E+02 7.36E+01
401 9.74E+01 8.64E+01",104,261,114,401
592,2.0107192407078354,"         114       79
368 7.19E+01 1.04E+02
390 8.63E+01 1.01E+02",114,390,79,368
593,2.0107123714945407,"         114       99
265 7.65E+01 1.03E+02
384 8.73E+01 9.55E+01",114,384,99,265
594,2.010711937957028,"         101      114
261 9.87E+01 7.36E+01
392 9.08E+01 8.33E+01",101,261,114,392
595,2.010710147461352,"         114       78
305 8.04E+01 9.38E+01
366 7.01E+01 1.01E+02",114,305,78,366
596,2.0107037333939655,"         104      114
261 1.02E+02 7.36E+01
309 8.85E+01 7.85E+01",104,261,114,309
597,2.01069752215519,"         104      114
316 8.80E+01 7.91E+01
363 9.58E+01 7.00E+01",104,363,114,316
598,2.0106973780060318,"         114       99
320 8.11E+01 9.55E+01
363 7.00E+01 1.01E+02",114,320,99,363
599,2.010691385617469,"         101      114
366 9.34E+01 7.01E+01
385 9.01E+01 8.32E+01",101,366,114,385
600,2.010686683520347,"         101      114
261 9.87E+01 7.36E+01
389 8.97E+01 8.23E+01",101,261,114,389
601,2.0106801372367364,"         114       99
357 8.27E+01 9.74E+01
363 7.00E+01 1.01E+02",114,357,99,363
602,2.010676205483252,"         101      114
363 9.52E+01 7.00E+01
408 9.25E+01 8.37E+01",101,363,114,408
603,2.0106737469568117,"         114       79
34  7.17E+01 1.04E+02
390 8.63E+01 1.01E+02",114,390,79,34
604,2.010672246330838,"         101      114
264 9.56E+01 7.56E+01
381 8.97E+01 8.73E+01",101,264,114,381
605,2.010668844277306,"         114       99
368 7.19E+01 9.75E+01
383 8.62E+01 9.50E+01",114,383,99,368
606,2.010666553359608,"         114       79
363 7.00E+01 1.09E+02
401 8.64E+01 1.09E+02",114,363,79,401
607,2.010662236714647,"         101      114
260 9.46E+01 7.36E+01
390 9.02E+01 8.63E+01",101,260,114,390
608,2.0106607127417417,"         114       86
305 8.04E+01 9.75E+01
366 7.01E+01 1.04E+02",114,305,86,366
609,2.010655311491332,"         101      114
363 9.52E+01 7.00E+01
416 9.22E+01 8.34E+01",101,363,114,416
610,2.010654243051966,"         114       99
260 7.36E+01 9.91E+01
384 8.73E+01 9.55E+01",114,384,99,260
611,2.010653718450076,"         101      114
261 9.87E+01 7.36E+01
400 9.20E+01 8.44E+01",101,261,114,400
612,2.0106532957084204,"         114       86
384 8.73E+01 1.03E+02
455 7.16E+01 1.04E+02",114,384,86,455
613,2.0106426445315577,"         114      128
375 7.12E+01 9.71E+01
383 8.62E+01 9.56E+01",114,383,128,375
614,2.0106381395360393,"         104      114
328 9.11E+01 8.19E+01
363 9.58E+01 7.00E+01",104,363,114,328
615,2.0106355356983294,"         114       99
371 7.13E+01 9.81E+01
401 8.64E+01 9.66E+01",114,401,99,371
616,2.0106327157112087,"         114       99
366 7.01E+01 9.74E+01
404 8.58E+01 9.69E+01",114,404,99,366
617,2.0106314873615085,"         114       NP
391 8.49E+01 9.97E+01
435 7.18E+01 1.04E+02",114,391,NP,435
618,2.0106290293801834,"         114      128
366 7.01E+01 1.00E+02
419 8.33E+01 9.71E+01",114,419,128,366
619,2.010628338470317,"         114      128
343 7.86E+01 9.24E+01
363 7.00E+01 1.01E+02",114,343,128,363
620,2.010627940217573,"         114       99
261 7.36E+01 1.02E+02
392 8.33E+01 9.38E+01",114,392,99,261
621,2.010627761876585,"         114       99
261 7.36E+01 1.02E+02
411 8.62E+01 9.70E+01",114,411,99,261
622,2.010621022543274,"         101      114
363 9.52E+01 7.00E+01
386 9.01E+01 8.14E+01",101,363,114,386
623,2.010617265675005,"         101      114
348 8.99E+01 8.12E+01
363 9.52E+01 7.00E+01",101,363,114,348
624,2.010614045213838,"         104      114
278 1.04E+02 7.82E+01
297 9.08E+01 8.36E+01",104,278,114,297
625,2.0106019190437325,"         114       99
278 7.82E+01 1.05E+02
384 8.73E+01 9.55E+01",114,384,99,278
626,2.0105950421725423,"         114       78
391 8.49E+01 9.84E+01
457 7.15E+01 1.02E+02",114,391,78,457
627,2.0105915034879,"         114       79
243 7.21E+01 1.05E+02
297 8.36E+01 9.92E+01",114,297,79,243
628,2.0105781180812903,"         114       99
375 7.12E+01 9.67E+01
398 8.59E+01 9.49E+01",114,398,99,375
629,2.010577465580592,"         114       86
366 7.01E+01 1.04E+02
397 8.46E+01 1.03E+02",114,397,86,366
630,2.010574936905494,"         114       86
305 8.04E+01 9.75E+01
373 7.17E+01 1.07E+02",114,305,86,373
631,2.0105724128568783,"         114       99
376 7.37E+01 9.76E+01
381 8.73E+01 9.41E+01",114,381,99,376
632,2.0105708154248747,"         114       79
373 7.17E+01 1.05E+02
381 8.73E+01 1.04E+02",114,381,79,373
633,2.0105677632811623,"         114       99
293 7.85E+01 9.25E+01
363 7.00E+01 1.01E+02",114,293,99,363
634,2.0105668272588737,"         114       99
371 7.13E+01 9.81E+01
393 8.45E+01 9.46E+01",114,393,99,371
635,2.0105527744665124,"         114       NP
398 8.59E+01 1.01E+02
435 7.18E+01 1.04E+02",114,398,NP,435
636,2.0105516828068795,"         114       99
81  7.68E+01 9.06E+01
363 7.00E+01 1.01E+02",114,81,99,363
637,2.010551217836797,"         114       78
261 7.36E+01 1.04E+02
384 8.73E+01 1.01E+02",114,384,78,261
638,2.010544237998798,"         114       99
312 7.79E+01 9.19E+01
363 7.00E+01 1.01E+02",114,312,99,363
639,2.0105417832676884,"         114       78
384 8.73E+01 1.01E+02
453 7.23E+01 1.02E+02",114,384,78,453
640,2.010540865418508,"         114       99
370 7.14E+01 9.86E+01
382 8.34E+01 9.38E+01",114,382,99,370
641,2.010538847675371,"         101      114
271 9.62E+01 7.62E+01
381 8.97E+01 8.73E+01",101,271,114,381
642,2.010538122934513,"         114       99
287 8.01E+01 9.45E+01
363 7.00E+01 1.01E+02",114,287,99,363
643,2.01053301958523,"         114       78
264 7.56E+01 1.10E+02
381 8.73E+01 1.03E+02",114,381,78,264
644,2.010531059315842,"         101      114
369 9.43E+01 7.30E+01
383 9.07E+01 8.62E+01",101,369,114,383
645,2.010529015355786,"         101      114
363 9.52E+01 7.00E+01
405 9.23E+01 8.34E+01",101,363,114,405
646,2.0105281214420474,"         114      128
379 7.35E+01 9.80E+01
381 8.73E+01 9.48E+01",114,381,128,379
647,2.0105240383923815,"         104      114
319 8.84E+01 7.88E+01
366 9.65E+01 7.01E+01",104,366,114,319
648,2.0105223293285395,"         114       99
373 7.17E+01 9.64E+01
384 8.73E+01 9.55E+01",114,384,99,373
649,2.0105181771549456,"         114       86
370 7.14E+01 1.05E+02
390 8.63E+01 1.03E+02",114,390,86,370
650,2.0105159481057897,"         114       86
373 7.17E+01 1.07E+02
397 8.46E+01 1.03E+02",114,397,86,373
651,2.010514417867442,"         114       99
307 7.52E+01 8.88E+01
363 7.00E+01 1.01E+02",114,307,99,363
652,2.0105138323267773,"         114       99
371 7.13E+01 9.81E+01
391 8.49E+01 9.50E+01",114,391,99,371
653,2.01051187738902,"         114      128
366 7.01E+01 1.00E+02
388 8.24E+01 9.61E+01",114,388,128,366
654,2.0105075851027947,"         114       79
375 7.12E+01 1.04E+02
391 8.49E+01 1.01E+02",114,391,79,375
655,2.010506590419263,"         114       NP
383 8.62E+01 1.01E+02
435 7.18E+01 1.04E+02",114,383,NP,435
656,2.0105052602521565,"         114       86
375 7.12E+01 1.04E+02
383 8.62E+01 1.02E+02",114,383,86,375
657,2.0105041802248853,"         114       86
368 7.19E+01 1.04E+02
384 8.73E+01 1.03E+02",114,384,86,368
658,2.010503356913936,"         114       86
366 7.01E+01 1.04E+02
404 8.58E+01 1.04E+02",114,404,86,366
659,2.0105027886443976,"         101      114
375 9.33E+01 7.12E+01
393 9.02E+01 8.45E+01",101,375,114,393
660,2.0104985817814125,"         104      114
270 1.01E+02 7.64E+01
305 8.65E+01 8.04E+01",104,270,114,305
661,2.010494360289862,"         114       79
391 8.49E+01 1.01E+02
444 7.23E+01 1.06E+02",114,391,79,444
662,2.010493150175888,"         114      128
366 7.01E+01 1.00E+02
402 8.23E+01 9.61E+01",114,402,128,366
663,2.010492725942075,"         114       86
366 7.01E+01 1.04E+02
393 8.45E+01 1.03E+02",114,393,86,366
664,2.0104872358149675,"         114       78
305 8.04E+01 9.38E+01
363 7.00E+01 1.00E+02",114,305,78,363
665,2.010486809960308,"         114       99
325 8.09E+01 9.55E+01
363 7.00E+01 1.01E+02",114,325,99,363
666,2.010481338542614,"         114       79
371 7.13E+01 1.03E+02
383 8.62E+01 1.01E+02",114,383,79,371
667,2.010478023389942,"         114       99
305 8.04E+01 8.84E+01
369 7.30E+01 9.83E+01",114,305,99,369
668,2.0104765399166893,"         114       79
391 8.49E+01 1.01E+02
450 7.12E+01 1.04E+02",114,391,79,450
669,2.0104756818402865,"         104      114
261 1.02E+02 7.36E+01
383 9.74E+01 8.62E+01",104,261,114,383
670,2.010474919100776,"         114       78
391 8.49E+01 9.84E+01
452 7.23E+01 1.03E+02",114,391,78,452
671,2.0104735468275847,"         114       NP
261 7.36E+01 1.05E+02
348 8.12E+01 9.46E+01",114,348,NP,261
672,2.01047285690869,"         114      128
294 7.30E+01 8.59E+01
363 7.00E+01 1.01E+02",114,294,128,363
673,2.0104710984017538,"         114       NP
370 7.14E+01 1.03E+02
391 8.49E+01 9.97E+01",114,391,NP,370
674,2.010468432050296,"         114      128
270 7.64E+01 1.02E+02
381 8.73E+01 9.48E+01",114,381,128,270
675,2.0104669415431458,"         114       86
363 7.00E+01 1.03E+02
398 8.59E+01 1.03E+02",114,398,86,363
676,2.010464664679632,"         114       79
368 7.19E+01 1.04E+02
383 8.62E+01 1.01E+02",114,383,79,368
677,2.0104580788598714,"         114      128
336 8.08E+01 9.44E+01
366 7.01E+01 1.00E+02",114,336,128,366
678,2.0104526244337735,"         114       86
363 7.00E+01 1.03E+02
411 8.62E+01 1.03E+02",114,363,86,411
679,2.010452131623808,"         114      128
375 7.12E+01 9.71E+01
398 8.59E+01 9.55E+01",114,398,128,375
680,2.010448556452409,"         114       86
373 7.17E+01 1.07E+02
404 8.58E+01 1.04E+02",114,404,86,373
681,2.0104447721816694,"         114       99
368 7.19E+01 9.75E+01
398 8.59E+01 9.49E+01",114,398,99,368
682,2.010443130491106,"         114       99
261 7.36E+01 1.02E+02
387 8.34E+01 9.41E+01",114,387,99,261
683,2.0104332794283986,"         114       78
264 7.56E+01 1.10E+02
394 8.28E+01 9.81E+01",114,394,78,264
684,2.010432966979958,"         114       86
297 8.36E+01 9.90E+01
455 7.16E+01 1.04E+02",114,297,86,455
685,2.0104329573293884,"         114      128
350 8.04E+01 9.47E+01
363 7.00E+01 1.01E+02",114,350,128,363
686,2.010432949329608,"         101      114
260 9.46E+01 7.36E+01
384 9.14E+01 8.73E+01",101,260,114,384
687,2.010431167478647,"         114       79
37  7.06E+01 1.04E+02
381 8.73E+01 1.04E+02",114,37,79,381
688,2.0104310833390886,"         114       86
373 7.17E+01 1.07E+02
393 8.45E+01 1.03E+02",114,393,86,373
689,2.010428748935011,"         114       79
390 8.63E+01 1.01E+02
454 7.20E+01 1.04E+02",114,390,79,454
690,2.010421767254098,"         114       86
369 7.30E+01 1.06E+02
384 8.73E+01 1.03E+02",114,384,86,369
691,2.010419787028726,"         114       79
34  7.17E+01 1.04E+02
383 8.62E+01 1.01E+02",114,383,79,34
692,2.0104153850089883,"         114       78
264 7.56E+01 1.10E+02
297 8.36E+01 9.92E+01",114,297,78,264
693,2.0104152438183283,"         104      114
305 8.65E+01 8.04E+01
450 9.39E+01 7.12E+01",104,450,114,305
694,2.0104080639891513,"         104      114
366 9.65E+01 7.01E+01
407 9.32E+01 8.31E+01",104,366,114,407
695,2.0104043265798355,"         114       79
348 8.12E+01 1.03E+02
363 7.00E+01 1.09E+02",114,348,79,363
696,2.0103917323500546,"         114       NP
370 7.14E+01 1.03E+02
398 8.59E+01 1.01E+02",114,398,NP,370
697,2.0103860800783546,"         114       86
363 7.00E+01 1.03E+02
391 8.49E+01 1.02E+02",114,391,86,363
698,2.010381787264068,"         114       79
397 8.46E+01 1.03E+02
443 7.23E+01 1.08E+02",114,397,79,443
699,2.0103797714612393,"         114       79
390 8.63E+01 1.01E+02
435 7.18E+01 1.03E+02",114,390,79,435
700,2.0103795948682035,"         114       99
375 7.12E+01 9.67E+01
390 8.63E+01 9.55E+01",114,390,99,375
701,2.01037904764049,"         114       99
370 7.14E+01 9.86E+01
392 8.33E+01 9.38E+01",114,392,99,370
702,2.0103766874800995,"         114       78
260 7.36E+01 1.05E+02
305 8.04E+01 9.38E+01",114,305,78,260
703,2.0103736636699323,"         114      128
311 7.64E+01 9.00E+01
363 7.00E+01 1.01E+02",114,311,128,363
704,2.0103714721421615,"         114       NP
390 8.63E+01 1.02E+02
435 7.18E+01 1.04E+02",114,390,NP,435
705,2.0103712724615463,"         114      128
366 7.01E+01 1.00E+02
386 8.14E+01 9.51E+01",114,386,128,366
706,2.0103616645725673,"         114      128
309 7.85E+01 9.17E+01
366 7.01E+01 1.00E+02",114,309,128,366
707,2.010360954456032,"         114       99
328 8.19E+01 9.68E+01
363 7.00E+01 1.01E+02",114,328,99,363
708,2.0103597212435935,"         114      128
261 7.36E+01 1.04E+02
400 8.44E+01 9.68E+01",114,400,128,261
709,2.0103574038700107,"         114       79
319 7.88E+01 9.98E+01
363 7.00E+01 1.09E+02",114,319,79,363
710,2.010357369081041,"         114       99
370 7.14E+01 9.86E+01
411 8.62E+01 9.70E+01",114,411,99,370
711,2.0103536288324118,"         114       78
384 8.73E+01 1.01E+02
454 7.20E+01 1.02E+02",114,384,78,454
712,2.0103480428980776,"         114       78
383 8.62E+01 9.76E+01
456 7.21E+01 1.00E+02",114,383,78,456
713,2.0103456145312157,"         114       NP
370 7.14E+01 1.03E+02
383 8.62E+01 1.01E+02",114,383,NP,370
714,2.0103451658121516,"         104      114
316 8.80E+01 7.91E+01
375 9.70E+01 7.12E+01",104,375,114,316
715,2.010342089550052,"         114       78
383 8.62E+01 9.76E+01
448 7.23E+01 1.00E+02",114,383,78,448
716,2.0103381551485944,"         101      114
363 9.52E+01 7.00E+01
395 9.09E+01 8.20E+01",101,363,114,395
717,2.010336344523117,"         114      128
366 7.01E+01 1.00E+02
409 8.25E+01 9.64E+01",114,409,128,366
718,2.010331435107165,"         114       99
379 7.35E+01 9.86E+01
384 8.73E+01 9.55E+01",114,384,99,379
719,2.0103282550300774,"         114      128
261 7.36E+01 1.04E+02
417 8.38E+01 9.62E+01",114,417,128,261
720,2.010323660670023,"         114       79
305 8.04E+01 9.78E+01
443 7.23E+01 1.08E+02",114,305,79,443
721,2.010319332891427,"         101      114
381 8.97E+01 8.73E+01
458 8.99E+01 7.13E+01",101,458,114,381
722,2.0103167560838315,"         101      114
261 9.87E+01 7.36E+01
394 9.06E+01 8.28E+01",101,261,114,394
723,2.010315770616673,"         114       99
260 7.36E+01 9.91E+01
305 8.04E+01 8.84E+01",114,305,99,260
724,2.0103114302024307,"         104      114
366 9.65E+01 7.01E+01
405 9.37E+01 8.34E+01",104,366,114,405
725,2.010310290534354,"         114       99
265 7.65E+01 1.03E+02
305 8.04E+01 8.84E+01",114,305,99,265
726,2.010305043502082,"         104      114
316 8.80E+01 7.91E+01
369 9.94E+01 7.30E+01",104,369,114,316
727,2.0103047197291612,"         101      114
381 8.97E+01 8.73E+01
450 8.98E+01 7.12E+01",101,450,114,381
728,2.0103007557751296,"         114       78
382 8.34E+01 9.77E+01
458 7.13E+01 1.02E+02",114,382,78,458
729,2.0102998708251527,"         114       78
384 8.73E+01 1.01E+02
450 7.12E+01 1.01E+02",114,384,78,450
730,2.0102980789810863,"         114       99
264 7.56E+01 9.98E+01
381 8.73E+01 9.41E+01",114,381,99,264
731,2.0102974846370674,"         104      114
328 9.11E+01 8.19E+01
375 9.70E+01 7.12E+01",104,375,114,328
732,2.0102913206081396,"         101      114
297 8.86E+01 8.36E+01
373 9.31E+01 7.17E+01",101,373,114,297
733,2.010288340526831,"         114       99
261 7.36E+01 1.02E+02
404 8.58E+01 9.69E+01",114,404,99,261
734,2.010284747289858,"         114       79
381 8.73E+01 1.04E+02
452 7.23E+01 1.06E+02",114,381,79,452
735,2.010281670797298,"         114       86
297 8.36E+01 9.90E+01
368 7.19E+01 1.04E+02",114,297,86,368
736,2.0102814431782265,"         114       NP
353 8.31E+01 9.63E+01
379 7.35E+01 1.04E+02",114,353,NP,379
