rank,O score,matrix,c1,m1,c2,m2
983,2.0096835363031857,"         114       NP
319 7.88E+01 9.59E+01
366 7.01E+01 1.04E+02",114,319,NP,366
984,2.0096813272927085,"         114      128
294 7.30E+01 8.59E+01
366 7.01E+01 1.00E+02",114,294,128,366
985,2.009672370761726,"         104      114
366 9.65E+01 7.01E+01
383 9.74E+01 8.62E+01",104,366,114,383
986,2.0096678477805696,"         114       78
391 8.49E+01 9.84E+01
444 7.23E+01 1.02E+02",114,391,78,444
987,2.0096644411406857,"         114       79
261 7.36E+01 1.05E+02
390 8.63E+01 1.01E+02",114,390,79,261
988,2.0096631924766952,"         114      128
261 7.36E+01 1.04E+02
403 8.38E+01 9.68E+01",114,403,128,261
989,2.0096607413697294,"         114       78
384 8.73E+01 1.01E+02
447 7.26E+01 1.02E+02",114,384,78,447
990,2.0096605453398455,"         114       99
369 7.30E+01 9.83E+01
390 8.63E+01 9.55E+01",114,390,99,369
991,2.0096603754515816,"         114       79
391 8.49E+01 1.01E+02
423 7.46E+01 1.08E+02",114,391,79,423
992,2.009658570994869,"         114       86
371 7.13E+01 1.05E+02
404 8.58E+01 1.04E+02",114,404,86,371
993,2.009657035598956,"         101      114
261 9.87E+01 7.36E+01
382 9.19E+01 8.34E+01",101,261,114,382
994,2.0096537302367086,"         101      114
322 8.74E+01 7.82E+01
363 9.52E+01 7.00E+01",101,363,114,322
995,2.009649763632968,"         104      114
261 1.02E+02 7.36E+01
324 9.36E+01 8.21E+01",104,261,114,324
996,2.0096464861641685,"         114       NP
393 8.45E+01 1.00E+02
435 7.18E+01 1.04E+02",114,393,NP,435
997,2.009643661469204,"         114       86
371 7.13E+01 1.05E+02
393 8.45E+01 1.03E+02",114,393,86,371
998,2.009641914711657,"         114       79
270 7.64E+01 1.09E+02
390 8.63E+01 1.01E+02",114,390,79,270
999,2.0096408645111166,"         114       99
300 7.55E+01 8.99E+01
363 7.00E+01 1.01E+02",114,300,99,363
1000,2.00964079599561,"         101      114
298 8.77E+01 7.84E+01
363 9.52E+01 7.00E+01",101,363,114,298
